val	count
52.49	3
52.48	8
40.03	6
32.17	3
46.95	5
47.99	4
46.37	2
62.85	1
62.63	4
51.69	2
33.05	4
39.19	11
46.45	6
43.2	10
60.71	11
51.99	3
58.46	5
38.88	5
36.25	3
37.18	4
50.51	2
47.23	1
48.1	1
56.22	8
26.38	1
34.53	4
42.08	6
37.17	2
32.58	7
35.48	5
34.13	4
43.51	5
35.18	4
61.02	4
34.46	2
36.15	6
38.16	7
46.31	5
48.66	8
50.61	3
55.61	8
52.37	5
52.47	6
50.66	2
56.54	13
56.26	7
52.98	2
56.89	4
30.86	4
61.71	1
60.19	4
48.75	4
65.18	3
49.34	10
40.9	7
45.39	11
60.09	7
63.0	2
61.8	3
63.39	4
63.58	4
55.85	10
48.55	4
27.4	4
28.06	2
27.85	1
27.98	1
64.66	1
60.52	6
61.85	4
60.59	4
54.74	6
51.86	2
50.73	3
37.9	3
63.14	5
37.63	1
49.22	3
34.69	3
44.18	5
26.8	2
36.28	7
48.44	4
38.48	3
45.54	5
33.82	2
32.96	3
28.41	1
35.1	6
37.45	8
44.61	5
50.69	2
58.83	1
52.81	2
55.14	2
55.98	1
51.36	2
47.42	5
46.66	1
72.45	1
69.62	1
63.79	3
48.95	5
51.31	3
50.86	5
58.8	2
35.87	2
39.51	4
32.67	6
31.16	3
34.77	1
31.02	3
64.27	4
61.11	8
62.7	4
48.14	12
27.95	1
34.12	3
50.96	2
69.43	1
63.65	2
65.9	2
46.92	2
50.92	1
27.75	1
61.65	8
42.69	13
42.33	9
60.93	2
52.21	2
55.63	5
60.46	7
54.17	3
70.45	3
53.21	2
63.21	4
62.59	2
62.72	3
45.25	6
37.43	5
48.45	2
47.87	2
54.57	7
38.17	4
35.95	4
26.81	6
29.07	1
32.73	5
32.8	1
35.43	6
36.45	1
50.17	5
49.89	1
41.68	3
44.75	3
55.18	4
52.22	4
42.57	10
35.73	3
36.22	3
62.91	4
45.96	3
61.28	5
63.51	2
30.15	3
55.66	9
24.82	1
63.03	1
38.94	5
49.08	1
64.75	3
58.43	9
52.43	3
43.76	6
63.92	1
51.68	1
61.04	5
60.11	8
36.67	2
38.58	7
32.38	5
51.42	1
36.57	2
49.53	7
67.15	1
64.19	1
68.17	1
64.54	1
48.39	6
46.99	2
47.32	2
53.89	6
51.14	7
64.09	2
56.41	5
57.71	9
58.34	2
54.31	2
49.69	6
53.57	3
41.13	4
39.69	7
62.79	3
51.47	3
50.76	7
47.79	2
47.04	2
55.54	2
55.52	10
45.73	6
45.41	6
70.25	2
51.17	2
54.4	3
50.89	4
51.93	2
53.19	1
37.64	3
39.35	9
33.23	3
46.51	9
47.55	1
49.3	2
40.48	8
50.45	1
42.43	7
61.45	5
60.29	3
64.41	1
58.09	10
57.2	4
55.79	8
38.86	9
52.71	3
55.74	7
59.3	5
62.08	6
41.28	10
38.14	3
68.47	1
50.87	3
53.52	6
58.16	6
59.59	8
56.3	13
57.98	7
32.48	6
26.39	3
36.53	1
46.24	2
61.29	1
48.29	2
41.75	5
53.69	1
53.46	1
58.54	9
57.64	12
59.74	4
46.54	1
52.8	2
33.07	1
36.11	4
55.07	2
49.44	7
51.4	5
38.82	4
36.66	1
33.81	3
62.25	5
33.2	2
24.67	1
27.11	2
27.7	5
20.61	2
43.92	6
38.19	5
26.9	3
28.4	1
43.12	15
31.72	3
34.11	5
34.41	5
35.23	6
35.31	7
29.71	1
45.35	5
40.47	8
21.43	1
25.23	1
26.1	1
28.24	3
36.98	7
63.18	2
64.1	1
51.62	3
55.4	3
37.83	9
38.77	6
49.29	2
50.98	2
54.28	4
65.43	2
59.14	3
48.33	12
33.47	1
48.5	6
51.25	1
52.56	1
58.73	3
25.64	2
25.07	3
35.11	1
46.89	1
49.6	2
32.4	6
31.69	1
34.21	4
32.59	7
39.91	2
64.84	1
65.38	2
50.26	1
57.33	4
33.75	2
53.0	3
37.88	1
44.23	8
49.33	4
61.23	2
50.08	1
36.82	5
59.37	4
59.85	5
43.58	13
44.66	4
70.33	2
69.9	1
53.02	2
62.38	1
51.33	1
46.23	8
55.33	1
41.42	6
36.03	3
49.24	4
32.16	2
45.88	8
45.51	8
24.29	1
28.08	2
38.47	3
58.85	4
44.4	6
64.01	5
37.91	4
26.69	4
26.19	7
26.22	1
28.87	2
30.67	1
36.04	3
36.78	5
37.96	5
51.09	2
48.07	6
35.53	3
45.99	6
48.52	2
62.28	2
64.03	3
58.78	2
46.38	4
26.68	1
27.08	2
36.47	2
34.58	14
34.07	3
31.3	7
34.29	2
36.51	1
63.01	1
73.44	1
63.98	4
19.76	1
31.89	2
33.63	2
35.01	8
40.93	3
53.48	4
62.43	5
49.23	5
35.84	1
62.67	5
40.04	14
33.26	2
65.09	2
56.95	9
40.24	1
58.67	6
45.78	7
61.83	2
37.94	4
32.65	4
33.27	4
32.7	5
34.87	4
33.67	1
37.58	8
33.16	3
37.14	5
46.61	8
47.0	1
35.91	3
61.43	2
64.67	1
40.28	4
39.21	7
26.72	2
27.32	1
56.7	5
40.21	3
34.02	3
47.26	2
27.26	2
63.62	1
65.44	1
27.06	1
64.07	5
61.94	5
65.45	1
55.73	7
59.34	5
54.78	6
54.8	3
65.66	4
64.13	1
52.09	6
62.87	3
61.54	3
61.72	3
66.26	1
52.77	1
64.65	1
37.2	2
59.84	6
57.9	1
55.69	1
44.69	4
39.04	7
38.95	4
42.09	5
48.86	1
55.88	6
56.28	13
50.25	5
49.01	1
48.74	5
46.44	2
50.57	1
47.6	1
64.46	2
56.32	8
51.87	4
61.03	1
48.02	5
35.4	5
45.31	3
43.23	9
64.74	2
61.38	4
54.38	2
44.32	15
45.98	3
60.18	3
57.83	5
65.83	2
64.81	1
46.78	5
48.42	2
62.98	1
64.9	3
62.16	2
54.09	4
61.14	2
49.7	2
40.3	4
44.43	4
49.61	1
52.66	4
51.71	3
67.16	1
63.4	1
59.32	4
56.91	10
37.81	2
42.58	5
51.92	2
48.98	1
48.8	4
60.88	2
49.63	1
28.64	1
29.55	4
64.72	1
66.95	2
62.18	3
33.58	2
52.79	5
33.43	9
66.97	1
49.03	1
37.13	3
28.42	1
35.22	4
35.5	3
34.7	7
25.83	2
25.47	1
30.98	1
36.08	3
66.73	1
68.22	1
54.34	2
69.13	1
63.77	1
47.4	1
54.83	4
38.27	2
47.5	3
60.28	3
63.49	2
47.89	2
27.09	1
34.73	3
34.92	2
48.19	2
30.02	2
38.39	3
47.51	2
50.7	5
44.85	3
45.4	6
66.25	1
52.59	5
57.67	6
45.74	5
27.91	2
34.48	1
36.83	5
38.45	1
60.66	3
66.05	1
61.18	1
37.12	4
61.81	1
53.68	2
64.12	1
50.81	4
48.32	2
48.16	2
68.77	2
51.07	1
60.87	3
32.34	2
33.11	2
49.95	1
38.85	6
47.28	8
68.74	1
58.2	3
44.79	4
25.71	1
28.35	5
27.9	1
42.99	9
39.53	12
32.05	3
35.42	2
38.71	3
53.01	2
63.57	1
63.7	2
65.65	1
28.43	1
25.62	6
27.36	4
26.73	1
40.53	4
47.35	4
46.26	1
35.75	5
30.38	1
63.08	1
28.38	2
34.52	2
27.49	2
27.52	1
25.6	1
27.07	1
36.6	2
62.8	3
60.2	7
58.59	4
48.46	3
47.56	1
68.63	2
61.56	4
53.53	4
53.49	3
50.77	6
52.65	1
67.01	1
50.85	2
63.48	1
64.86	1
51.24	1
39.99	2
63.23	3
39.18	14
53.28	4
60.61	4
59.35	4
51.94	2
47.88	7
54.1	5
62.86	1
46.62	3
36.56	5
39.37	12
34.66	3
50.9	2
61.21	5
51.81	1
49.87	4
50.62	1
47.49	2
48.93	2
37.89	5
54.18	4
26.5	1
34.3	8
37.37	6
48.62	1
33.06	3
28.83	2
29.56	1
33.44	2
34.88	3
33.37	1
34.75	5
49.46	2
61.39	2
60.4	4
53.37	2
45.91	6
59.64	2
47.21	2
28.95	2
50.74	1
52.96	1
50.2	1
37.55	3
27.17	2
26.53	1
25.97	1
26.31	2
27.21	4
26.26	2
27.66	5
28.73	1
34.39	8
36.14	7
34.4	6
35.63	7
43.27	7
70.34	2
47.96	2
52.13	3
63.45	2
63.96	1
37.73	6
47.93	1
28.66	1
33.52	3
44.91	9
64.02	2
39.45	3
28.62	1
30.78	2
30.76	2
38.06	7
32.86	6
36.84	6
33.15	2
30.33	1
32.53	4
30.24	2
37.48	2
49.78	5
28.93	1
28.76	1
27.25	2
26.51	1
25.67	1
63.19	1
50.84	4
49.42	3
31.67	3
35.89	5
49.36	4
31.4	1
44.11	4
48.23	3
62.75	11
62.31	7
63.02	1
50.65	2
46.42	2
48.97	1
52.0	3
54.42	3
25.0	3
32.12	2
41.26	3
28.75	4
26.6	1
26.87	1
27.72	3
36.52	2
64.31	1
46.02	1
45.89	4
51.84	3
50.44	2
53.97	3
56.92	5
61.01	2
62.61	2
48.41	4
47.61	3
38.01	3
31.77	1
68.14	1
48.12	1
34.16	5
32.03	1
50.5	3
41.89	4
49.13	3
45.67	3
59.55	8
61.74	5
62.52	1
62.94	3
26.07	2
49.32	1
40.16	4
34.84	4
62.15	2
68.92	1
60.03	2
52.31	2
46.17	3
55.05	5
46.74	5
54.15	1
64.94	1
72.82	1
36.0	2
47.82	1
55.34	2
67.09	1
45.85	9
31.05	1
60.31	1
28.71	1
54.58	5
53.14	4
51.74	2
37.01	1
35.68	3
44.46	4
54.49	4
56.44	6
46.09	2
31.92	2
31.0	6
35.27	8
37.74	1
36.42	4
50.72	1
51.58	1
36.18	3
34.85	1
34.23	6
30.53	4
32.15	2
61.08	4
61.07	1
53.75	2
70.36	1
48.89	3
64.7	1
50.68	1
53.03	5
64.2	3
50.6	3
49.5	4
39.77	3
35.24	6
37.1	4
29.59	2
29.74	2
62.41	3
67.26	1
48.59	1
52.78	2
50.19	2
64.69	2
47.91	1
52.12	2
51.89	3
52.9	2
47.13	3
62.36	2
64.89	1
56.55	3
47.63	1
30.88	3
34.44	3
62.4	1
49.06	5
27.65	2
31.24	1
28.46	1
47.8	4
51.96	4
31.75	1
37.0	3
62.0	3
67.32	1
46.14	5
48.4	3
38.34	5
30.77	3
46.79	3
61.47	1
47.86	2
36.44	2
53.2	6
47.16	6
23.53	3
25.58	2
27.79	1
31.01	3
52.16	2
51.45	1
31.26	2
36.43	4
27.22	3
32.36	1
30.37	1
52.08	5
27.97	3
48.37	1
53.73	2
49.04	1
34.86	3
51.78	1
67.8	2
61.99	7
49.37	1
51.54	2
68.31	1
68.26	1
45.08	2
54.35	4
67.55	1
49.18	3
37.65	2
30.13	2
38.05	1
35.35	7
29.3	1
63.46	1
40.15	4
58.86	16
45.5	2
68.75	1
49.91	4
47.66	1
26.33	1
26.91	1
27.94	1
29.5	2
28.77	1
31.44	1
35.96	3
36.09	2
33.19	2
30.45	5
34.36	1
32.82	4
48.82	2
64.56	1
56.63	3
60.6	2
35.54	7
49.73	1
58.92	5
39.28	3
33.8	2
29.31	1
27.76	1
45.95	1
64.96	1
48.3	2
30.43	1
25.69	1
36.29	2
48.6	1
24.85	2
32.88	3
47.19	2
46.34	1
38.68	3
60.43	1
48.81	4
58.49	8
37.93	6
64.59	5
61.75	2
61.44	5
63.06	3
60.51	2
26.42	10
30.9	1
64.0	2
63.07	1
64.38	2
61.24	3
46.65	2
53.76	3
60.24	4
52.67	2
53.25	1
39.6	4
27.59	2
26.25	1
35.92	8
50.53	2
44.19	4
47.77	1
50.59	2
53.24	1
56.45	6
51.5	2
54.33	1
66.71	1
55.47	3
24.83	3
26.18	1
26.52	3
27.24	1
28.13	2
30.29	1
47.57	5
53.55	3
56.68	2
52.73	2
48.99	4
51.12	4
26.28	1
25.76	1
27.64	1
28.36	1
28.17	1
30.47	4
31.59	6
35.0	4
33.66	2
49.12	1
63.93	3
51.27	2
65.23	1
65.97	2
42.45	8
48.67	1
48.88	1
59.71	1
48.78	1
37.59	1
39.4	2
52.14	2
37.6	1
24.79	1
37.25	8
32.2	2
37.33	4
33.0	2
29.41	2
48.85	2
49.77	1
30.73	1
69.71	1
68.33	1
50.3	1
47.9	1
61.7	4
37.54	2
28.1	1
27.92	1
36.3	8
48.76	2
43.55	2
29.57	1
30.65	2
46.59	1
46.5	3
70.17	1
63.87	2
27.33	5
28.16	1
29.17	1
47.14	2
64.82	2
31.08	1
25.88	4
57.13	1
57.95	2
40.35	5
69.68	1
64.85	2
64.68	4
64.92	2
65.19	2
35.21	1
50.97	1
32.19	5
32.09	1
29.29	3
33.21	2
64.23	1
65.61	1
63.1	3
45.22	2
52.84	1
61.6	2
62.3	6
64.62	2
31.79	1
30.62	3
37.76	2
39.27	3
51.9	2
50.46	1
30.8	3
32.41	2
34.26	1
37.67	2
63.25	3
53.5	1
68.41	1
47.02	1
34.04	4
31.84	3
32.78	2
27.38	1
36.38	1
31.1	1
63.54	1
64.36	3
63.26	1
63.86	3
65.33	1
64.55	1
63.35	1
63.24	5
64.52	1
52.88	2
50.88	3
27.05	2
52.55	1
38.38	3
31.61	1
29.0	3
37.78	1
28.96	1
37.79	3
33.57	2
32.72	6
31.39	2
52.46	1
25.35	1
30.56	2
47.45	1
51.57	2
51.11	1
60.72	2
36.33	2
51.21	1
36.26	2
33.45	1
29.16	1
34.17	4
32.64	2
32.99	1
30.44	3
30.99	4
29.81	1
29.26	2
36.07	2
32.02	4
29.24	2
32.61	1
35.07	2
48.48	1
48.63	1
47.12	1
54.72	4
54.19	2
25.66	1
48.84	5
29.53	2
29.87	2
35.9	1
33.46	6
51.98	1
54.56	6
45.18	1
62.21	4
52.75	1
40.29	2
33.7	4
34.19	1
62.26	3
47.17	2
27.96	5
27.8	1
27.29	1
29.62	1
34.06	3
36.46	6
37.57	2
71.76	1
63.6	2
54.0	6
71.31	1
61.0	3
52.4	1
66.08	1
46.48	1
48.01	3
28.79	1
28.49	1
23.93	1
66.81	1
46.9	5
30.12	3
39.65	1
66.0	1
48.26	3
48.25	1
29.27	1
51.91	5
62.02	1
70.2	1
62.83	3
25.33	1
25.48	2
55.56	9
54.36	2
69.3	1
50.31	2
51.06	2
32.68	3
62.06	4
53.59	1
62.48	2
51.56	3
51.3	1
33.71	4
26.4	2
26.63	2
31.34	1
36.39	1
31.36	1
29.72	1
63.13	2
52.28	1
26.82	1
32.74	1
48.34	1
31.32	1
29.6	1
33.01	2
33.65	1
32.57	1
63.66	1
30.28	1
23.51	1
36.1	1
69.18	2
51.02	1
62.24	4
62.58	2
31.12	4
35.81	2
27.93	1
51.77	1
29.15	2
52.29	2
50.47	1
37.26	1
50.16	1
49.17	1
39.52	1
51.32	1
53.93	1
67.3	1
29.35	1
31.87	3
52.61	3
30.83	1
29.91	2
65.75	1
60.94	3
33.94	1
52.86	2
53.17	1
57.29	2
51.88	1
31.56	1
28.55	1
28.52	3
27.88	4
49.84	1
64.73	1
66.84	1
54.77	3
61.86	2
36.9	1
49.55	1
52.93	1
28.23	1
29.34	1
30.23	4
66.41	1
27.47	1
28.98	1
30.32	1
44.68	2
64.22	1
32.22	2
64.17	1
73.97	1
54.06	1
50.12	2
49.54	1
59.27	3
28.22	1
28.99	1
35.94	1
53.91	2
70.54	1
53.39	4
72.15	1
71.62	1
27.14	3
68.37	1
29.92	2
29.19	1
31.51	2
37.42	1
63.44	1
32.04	2
25.95	1
63.17	3
52.99	2
50.56	2
52.3	1
26.71	4
61.19	1
53.79	1
35.67	2
46.84	1
68.96	1
60.25	1
30.48	1
48.71	1
51.37	1
27.69	1
27.83	1
28.59	1
28.8	3
31.94	1
37.03	1
47.95	2
48.92	1
50.93	2
53.51	1
55.2	1
50.42	1
39.1	3
36.5	2
26.16	2
36.91	1
66.19	1
65.1	1
53.31	3
64.98	1
63.42	1
26.95	1
25.77	1
26.94	3
25.61	1
26.11	2
34.82	1
66.22	1
62.39	1
62.68	1
27.71	1
27.53	1
26.67	1
26.78	1
28.14	1
28.21	1
31.43	1
35.3	3
38.0	3
29.76	1
48.05	1
64.77	1
36.79	1
34.37	1
31.03	2
62.27	2
63.22	1
52.05	1
24.74	1
30.08	1
63.67	1
25.3	1
24.93	1
27.68	3
67.54	1
46.96	1
51.79	1
31.97	1
29.39	1
33.14	2
67.59	1
30.93	3
29.9	1
51.08	1
25.81	1
53.13	1
64.3	1
47.24	1
29.47	1
29.86	1
46.75	1
63.84	3
64.8	2
64.95	1
64.78	1
47.36	1
62.77	3
37.66	1
27.58	1
29.51	1
25.73	1
25.86	1
27.2	2
25.09	2
27.42	1
26.13	2
27.74	2
66.28	1
52.07	1
46.73	1
25.5	1
47.47	1
64.11	1
69.76	1
