geneGC	obsGC
50.61765592045797	46.230000000000004
50.61765592045797	50.62
50.61765592045797	44.1
50.61765592045797	47.2125
50.61765592045797	51.894000000000005
50.61765592045797	46.74666666666668
41.50076569678408	43.94
58.2995951417004	62.5575
58.2995951417004	58.32
58.2995951417004	63.934999999999995
58.2995951417004	62.92
58.2995951417004	62.59666666666667
58.2995951417004	62.88
58.2995951417004	62.91
58.2995951417004	59.302499999999995
58.2995951417004	62.968
58.2995951417004	62.760000000000005
58.2995951417004	63.7
58.2995951417004	63.08
58.2995951417004	62.53
58.2995951417004	62.46
58.2995951417004	62.41
58.2995951417004	62.75
58.2995951417004	62.25
58.2995951417004	66.0
58.2995951417004	61.045
58.2995951417004	62.91
58.2995951417004	62.31
58.2995951417004	62.67333333333334
58.2995951417004	62.905
58.2995951417004	62.475
58.2995951417004	63.0
58.2995951417004	62.79
58.2995951417004	62.44
58.2995951417004	63.27
58.2995951417004	63.11
58.2995951417004	63.1
50.470219435736674	54.01
50.470219435736674	49.46
50.470219435736674	47.06
66.50786088613626	58.29
66.50786088613626	56.75
66.50786088613626	59.11
66.50786088613626	64.31
66.50786088613626	58.223333333333336
66.50786088613626	57.57
66.50786088613626	59.75333333333334
66.50786088613626	56.57
66.50786088613626	56.16
66.50786088613626	59.03
66.50786088613626	58.875
66.50786088613626	55.12
66.50786088613626	57.64
66.50786088613626	62.126666666666665
66.50786088613626	58.5
47.80361757105943	42.86
39.03830480847596	50.65
39.03830480847596	33.13
39.03830480847596	51.71
39.03830480847596	49.51
39.03830480847596	50.894999999999996
39.03830480847596	51.14
38.20224719101123	38.02
38.20224719101123	38.2
38.20224719101123	38.2
38.20224719101123	37.57
38.20224719101123	37.93
54.69781615033011	53.83
30.265486725663713	29.94
30.265486725663713	32.47
58.35322195704057	62.54
58.35322195704057	62.62
58.35322195704057	61.33
58.35322195704057	62.63
58.35322195704057	62.7
58.35322195704057	62.32
58.35322195704057	62.5
58.35322195704057	62.08
58.35322195704057	62.5
58.35322195704057	62.60666666666666
58.35322195704057	62.43
58.35322195704057	67.26
58.35322195704057	62.43
58.35322195704057	62.54
58.35322195704057	63.41799999999999
58.35322195704057	64.23
58.35322195704057	62.9
58.35322195704057	62.26
58.35322195704057	62.63
58.35322195704057	62.31
58.35322195704057	64.68
58.35322195704057	62.7
58.35322195704057	62.935
42.30769230769231	42.31
44.209636517328825	50.106
38.12838360402166	40.934285714285714
36.71641791044776	34.49
36.71641791044776	34.69
36.71641791044776	37.91
36.71641791044776	37.11666666666667
36.71641791044776	38.315
36.71641791044776	35.35
38.46153846153847	40.69
38.46153846153847	36.88
38.46153846153847	37.85
38.46153846153847	31.46
38.46153846153847	38.46
38.46153846153847	38.906666666666666
38.46153846153847	38.46
38.46153846153847	35.378
38.46153846153847	34.42
38.46153846153847	40.38
38.46153846153847	40.62
38.46153846153847	41.21
39.52702702702703	40.1
39.52702702702703	39.05
39.52702702702703	40.1
39.52702702702703	38.65
39.52702702702703	40.1
39.52702702702703	40.1
39.52702702702703	43.28
39.52702702702703	40.1
39.52702702702703	41.75
39.52702702702703	39.53
39.52702702702703	40.1
39.52702702702703	39.595
39.52702702702703	39.5
39.52702702702703	39.69
39.52702702702703	36.96
39.52702702702703	39.53
39.52702702702703	40.1
58.20413436692506	62.73
58.20413436692506	62.93
50.34642032332564	47.43
51.186440677966104	48.44
46.126126126126124	44.185
46.126126126126124	44.98
46.126126126126124	46.94
46.126126126126124	42.72
46.126126126126124	47.58
46.126126126126124	47.3
46.126126126126124	42.34
46.126126126126124	48.51
46.126126126126124	46.8
46.126126126126124	45.96
46.126126126126124	46.95
40.64648755936769	40.5
40.64648755936769	35.0775
45.13513513513514	44.81
45.13513513513514	45.14
45.13513513513514	47.02
45.13513513513514	43.12
56.03637503919724	59.31
56.03637503919724	55.428749999999994
56.03637503919724	58.114999999999995
64.48087431693989	61.505
64.48087431693989	64.57
64.48087431693989	70.0
64.48087431693989	60.46
64.48087431693989	63.32
64.48087431693989	61.68
64.48087431693989	63.614999999999995
40.625	40.0
34.681674287724235	34.4575
34.681674287724235	26.503333333333334
34.681674287724235	36.404545454545456
34.681674287724235	32.810625
34.681674287724235	35.09
34.681674287724235	39.907
34.681674287724235	39.32333333333333
34.681674287724235	35.92076923076924
34.681674287724235	30.431428571428572
34.681674287724235	31.705
34.681674287724235	35.77333333333333
34.681674287724235	33.9025
34.681674287724235	34.05200000000001
34.681674287724235	33.13
34.681674287724235	33.49
34.681674287724235	32.18125
34.681674287724235	36.6125
34.681674287724235	35.28185185185186
34.681674287724235	33.946666666666665
34.681674287724235	34.56444444444444
34.681674287724235	35.99666666666667
34.681674287724235	32.78304347826087
34.681674287724235	38.759090909090915
34.681674287724235	29.1225
34.681674287724235	26.3
34.681674287724235	34.78545454545454
34.681674287724235	32.09090909090909
34.681674287724235	31.236
34.681674287724235	33.28142857142857
34.681674287724235	35.58
34.681674287724235	33.814571428571426
34.681674287724235	29.68142857142857
34.681674287724235	27.21666666666667
34.681674287724235	34.776666666666664
34.681674287724235	30.979999999999997
34.681674287724235	28.606666666666666
34.681674287724235	33.872
34.681674287724235	39.1325
34.681674287724235	36.9047619047619
34.681674287724235	36.4
34.681674287724235	38.24363636363636
34.681674287724235	35.5
34.681674287724235	32.64999999999999
34.681674287724235	35.78
34.681674287724235	31.095
34.681674287724235	30.62111111111111
34.681674287724235	36.03
34.681674287724235	34.18653846153846
